biomarker,parameter,variance_screening_score,method,sampling_design,samples
Insulin,pg_clearance,0.0030920994421013053,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,cl_formation_scale,0.0012994214776748312,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_cl_self_scale,0.0024986298490141845,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_cl_self_threshold,0.0008829198033330787,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_iof_scale,0.001576049510421164,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_iof_threshold,0.001454499247556597,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,cl_to_p4_scale,0.0026933768636374232,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,p4_clearance,0.002401729495956541,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,p4_baseline,0.0016889336946721955,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,follicle_to_e2_scale,0.001418066060014457,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,e2_clearance,0.001133588764058713,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,follicle_to_inhibin_scale,0.0009258423198148553,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,inhibin_clearance,0.0024669509376540034,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_p4_enz_scale,0.0018048084078720137,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_p4_enz_threshold,0.002764525163368573,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,enz_clearance,0.003649424093961916,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_e2_oxt_scale,0.003446981115616154,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_e2_oxt_threshold,0.002212849585474916,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,oxt_clearance,0.0013380912867509754,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,lactation_oxt_scale,0.001606097605308625,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,fat_mobilization_storage_threshold,0.0016555467308963082,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,lactation_oxt_decay,0.0010463559764496845,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_pg_iof_scale,0.0010363285187844574,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_pg_iof_threshold,0.0015750341289342304,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hp_cl_iof_threshold,0.0026670900946021247,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,iof_clearance,0.0013376436787519823,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_p4_igf_scale,0.0012192306650773924,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hm_p4_igf_threshold,0.0020048649855028073,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,igf_clearance,0.0015859081001380294,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,igf_basal_release,0.0014106765899171286,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,igf_lh_sensitivity_scale,0.001487801185345449,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,igf_lh_sensitivity_threshold,0.001304841924375976,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_fsh_scale,0.001783415837970413,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_fsh_threshold,0.002221911365624576,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_lh_scale,0.0019771568613827554,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_lh_threshold,0.0019943373003551454,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_igf_scale,0.0027888291842659376,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_igf_threshold,0.002131734797450003,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,feed_direct_blood_fraction,0.0023780037124867775,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,fat_to_liver_max,0.0020043388086249106,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,storage_to_liver_threshold,0.001148333265757799,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,storage_to_liver_max,0.002772794306583694,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,milk_storage_threshold,0.0023242856596939997,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,liver_to_storage_max,0.0015347466211707399,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,blood_to_liver_glucose_threshold,0.027329599113523825,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,glucagon_secretion_max,0.005403711282446797,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,glucagon_clearance,0.007338205223487275,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,glucagon_glucose_threshold,0.006705852497175851,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,hepatic_glucose_release,0.008597739207266947,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,blood_to_liver_max,0.0017095532073929864,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,milk_fat_threshold,0.0013305348479754318,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,storage_fat_threshold,0.0034506979216871484,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_glucose_threshold,0.6007783730092318,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,blood_usage_glucose_threshold,0.2933028756117539,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,blood_usage_max,0.009421434169369329,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,liver_usage_rate,0.005695384787933935,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,milk_glucose_requirement,0.0010041358501893434,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_secretion_max,0.014574285986999837,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,insulin_clearance,0.019913508628520843,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Insulin,fat_glucose_transfer_threshold,0.0021811262683513436,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,gnrh_hypo_max,0.002650861685024261,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,gnrh_syn,0.002738199416736153,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,gnrh_release_scale,0.002383151171541922,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_e2_1_threshold,0.0016293906515469222,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_p4_1_threshold,0.0017340923932618116,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_p4_2_scale,0.0014350437731203377,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_p4_2_threshold,0.002266347973269668,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_e2_1_scale,0.001384586478343464,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_e2_1_threshold,0.001539698701636358,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,gnrh_clearance,0.0014732598286265202,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,fsh_syn_scale,0.0024498158205967973,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_ih_2_threshold,0.0013350263506544352,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_p4_fsh_scale,0.0017351608384859887,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_p4_fsh_threshold,0.0015956508593556985,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_e2_fsh_scale,0.001964743441916218,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_e2_fsh_threshold,0.0022602662330947756,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_gnrh_fsh_scale,0.0017724139688604535,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_gnrh_fsh_threshold,0.0036268850735053024,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,fsh_clearance,0.0008136928883502697,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,fsh_basal_release,0.0012371393635071052,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_e2_lh_scale,0.0018664125449287486,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_e2_lh_threshold,0.0016098317058817523,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_p4_lh_scale,0.0015788716426668693,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_p4_lh_threshold,0.0015404958264294835,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_gnrh_lh_scale,0.002309126438610496,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_gnrh_lh_threshold,0.0013941184913370762,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,lh_basal_release,0.0016718983345445286,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,lh_clearance,0.0014872197113611702,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_fsh_follicle_scale,0.001199155870210007,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_fsh_follicle_threshold,0.0016999808822154806,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_follicle_threshold,0.002042598389015705,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_p4_follicle_scale,0.002564246857231554,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_p4_follicle_threshold,0.0014941030253002453,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_lh_follicle_scale,0.0018389861977851868,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_lh_follicle_threshold,0.0009729848512196918,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_enz_pg_scale,0.0013724681797081936,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_enz_pg_threshold,0.002296414707351756,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_oxt_pg_threshold,0.003395582968453475,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,pg_clearance,0.002923208232492743,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,cl_formation_scale,0.0006605567722620311,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_cl_self_scale,0.001383973055805749,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_cl_self_threshold,0.0018526006729942899,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_iof_scale,0.0008157645262023487,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_iof_threshold,0.001193473152498159,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,cl_to_p4_scale,0.0016567829693375873,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,p4_clearance,0.0014636599077904758,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,p4_baseline,0.002420374577131302,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,follicle_to_e2_scale,0.003042805681729554,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,e2_clearance,0.0023702404584919064,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,follicle_to_inhibin_scale,0.0020902329508937266,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,inhibin_clearance,0.0017300722520988102,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_p4_enz_scale,0.0008054967373611984,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_p4_enz_threshold,0.0017045353768717138,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,enz_clearance,0.0028714194455658386,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_e2_oxt_scale,0.0031206560051969057,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_e2_oxt_threshold,0.0014627229482234968,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,oxt_clearance,0.002031290250572554,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,lactation_oxt_scale,0.0014634612921821594,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,fat_mobilization_storage_threshold,0.0010484895276051368,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,lactation_oxt_decay,0.0009174767748730988,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_pg_iof_scale,0.001600983361280189,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_pg_iof_threshold,0.001928277006440646,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hp_cl_iof_threshold,0.0016006674404707548,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,iof_clearance,0.0009629300992666071,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_p4_igf_scale,0.0008427377269142997,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hm_p4_igf_threshold,0.0019501689764264262,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,igf_clearance,0.00228225458060077,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,igf_basal_release,0.0024872266885328314,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,igf_lh_sensitivity_scale,0.0018307279467184,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,igf_lh_sensitivity_threshold,0.0019236422512841547,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,insulin_fsh_scale,0.002597145696279103,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,insulin_fsh_threshold,0.0014073572513747321,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,insulin_lh_scale,0.0024373127889218034,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,insulin_lh_threshold,0.0021094085879435013,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,insulin_igf_scale,0.0015624827136020041,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,insulin_igf_threshold,0.0011323238461360637,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,feed_direct_blood_fraction,0.0027013214355475668,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,fat_to_liver_max,0.0014999229955047165,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,storage_to_liver_threshold,0.001730095888901685,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,storage_to_liver_max,0.0022103207068678776,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,milk_storage_threshold,0.0020672594603838614,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,liver_to_storage_max,0.0020750481705453312,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,blood_to_liver_glucose_threshold,0.06279702609146683,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,glucagon_secretion_max,0.013611241462838654,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,glucagon_clearance,0.016674405008091947,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,glucagon_glucose_threshold,0.015126931410235623,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,hepatic_glucose_release,0.012124858695507645,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,blood_to_liver_max,0.00793203043908978,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,milk_fat_threshold,0.00161966766637778,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,storage_fat_threshold,0.0019665076756032085,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,insulin_glucose_threshold,0.1977154273691857,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,blood_usage_glucose_threshold,0.659250717614733,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,blood_usage_max,0.02205020970555008,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,liver_usage_rate,0.018584445199564044,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
Glucose,milk_glucose_requirement,0.0017286297048954337,equal-count-bin estimate of Var(E[AUC|parameter])/Var(AUC),ordinary independent uniform Monte Carlo; not Sobol/Saltelli,10000
